GA_ID,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
135,7.50E+07,8.13E+07,6.97E+07,7.10E+07,8.61E+07,1.14E+08,1.04E+08,9.96E+07,6.05E+07,6.52E+07,3.16E+07,3.74E+07,7.01E+07,1.06E+08,6.00E+07,6.37E+07,4.74E+07,2.48E+07,2.59E+07,3.57E+07,3.66E+07,4.55E+07,3.66E+07,1.49E+07,1.14E+07,1.57E+07,2.80E+07,2.42E+07,6.50E+07,8.67E+07,4.64E+07,2.01E+07,1.85E+07
130,5.68E+07,6.09E+07,4.87E+07,4.53E+07,4.04E+07,3.79E+07,3.64E+07,3.71E+07,3.80E+07,4.22E+07,3.83E+07,3.90E+07,3.60E+07,2.89E+07,2.44E+07,2.74E+07,3.09E+07,3.17E+07,3.99E+07,4.00E+07,4.20E+07,3.96E+07,3.13E+07,2.05E+07,1.58E+07,1.19E+07,1.44E+07,2.10E+07,2.89E+07,3.04E+07,3.15E+07,3.38E+07,2.92E+07
124,5.07E+08,4.41E+08,4.32E+08,4.28E+08,3.85E+08,4.45E+08,4.51E+08,4.45E+08,4.77E+08,5.18E+08,3.87E+08,3.60E+08,3.36E+08,2.52E+08,2.17E+08,2.88E+08,3.15E+08,3.01E+08,3.25E+08,2.79E+08,2.81E+08,2.72E+08,2.24E+08,1.35E+08,1.21E+08,7.03E+07,7.36E+07,1.08E+08,1.46E+08,1.45E+08,1.88E+08,2.14E+08,2.29E+08
116,2.22E+07,2.62E+07,3.26E+07,6.29E+07,7.52E+07,7.09E+07,6.42E+07,7.04E+07,5.88E+07,6.79E+07,5.83E+07,5.86E+07,4.99E+07,3.92E+07,3.64E+07,4.15E+07,4.31E+07,5.31E+07,6.23E+07,5.83E+07,5.53E+07,4.15E+07,2.62E+07,9500988.008,5451396.114,7980073.906,1.53E+07,2.61E+07,3.85E+07,3.58E+07,1.80E+07,1.46E+07,4214207.164
137,7.76E+08,7.23E+08,6.36E+08,4.99E+08,4.42E+08,4.41E+08,4.38E+08,4.65E+08,5.03E+08,8.28E+08,7.76E+08,6.17E+08,7.09E+08,8.28E+08,6.22E+08,7.01E+08,6.50E+08,6.17E+08,6.23E+08,6.10E+08,5.74E+08,7.18E+08,6.26E+08,4.57E+08,5.07E+08,5.81E+08,5.33E+08,5.08E+08,7.01E+08,6.02E+08,2.55E+08,1.49E+08,5.33E+07
126,2.89E+07,2.70E+07,1.92E+07,4.55E+07,4.11E+07,5.19E+07,4.34E+07,7.84E+07,7.69E+07,1.17E+08,9.86E+07,1.33E+08,1.14E+08,4.12E+07,2.64E+07,3.34E+07,3.16E+07,4.25E+07,5.88E+07,3.74E+07,2.56E+07,1.65E+07,2598094.399,1104498.408,137258.998,1508799.293,1.47E+07,5.32E+07,1.07E+08,8.40E+07,5.85E+07,6.17E+07,7.81E+07
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,46375.64307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,33175.12891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,430666.0107,152450.9824,152440.459,6542.628418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,63744.48242,50924.9082,63620.81689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,73082.56592,39919.70068,26608.91016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,32812.55518,0,6549.727539,6578.944336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19727.58887,26303.27832,59181.7251
20,0,0,0,0,0,0,0,531171.2803,359089.1542,379324.0758,65403.9257,122616.3066,0,0,97050.84282,53218.37525,146380.5293,0,0,0,0,0,0,0,0,0,0,0,0,0,6359.03418,32046.3833,350355.4318
13,0,0,0,0,0,0,0,546231.5747,242858.3838,337199.4902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6749.280273,0,0,0,0,0,0
